ID,Company,Title,Location,Publication Date,Link
"80","Vagas Inmetrics","PESSOA DESENVOLVEDORA BACKEND JAVA (SÊNIOR) - HÍBRIDO SP","São Paulo - SP","Publicada em 04 de julho de 2023","https://inmetrics.gupy.io/job/eyJqb2JJZCI6NTExNDI2Nywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"81","VENHA SER #SANGUELARANJA 🧡🚀","Desenvolvedor Backend .NET - PL","São Paulo - SP","Publicada em 04 de julho de 2023","https://fcamara.gupy.io/job/eyJqb2JJZCI6NTExMTQ0Miwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"82","Nelogica","Desenvolvedor(a) de Software - Backend Sistemas de Informação","Porto Alegre - RS","Publicada em 30 de junho de 2023","https://nelogica.gupy.io/job/eyJqb2JJZCI6NTEwMTM5MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"83","Nelogica","Desenvolvedor(a) de Software - Backend Server Side","Porto Alegre - RS","Publicada em 28 de junho de 2023","https://nelogica.gupy.io/job/eyJqb2JJZCI6NTA5MTk2Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"84","Vagas, empregos, oportunidades","Engenheiro(a) Backend Especialista","Joinville","Publicada em 27 de junho de 2023","https://contaazulcarreira.gupy.io/job/eyJqb2JJZCI6NTA4ODU2MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"85","YDUQS - Vagas Tech","PESSOA DESENVOLVEDORA BACKEND SÊNIOR","Rio de Janeiro - RJ","Publicada em 27 de junho de 2023","https://yduqstech.gupy.io/job/eyJqb2JJZCI6NTA4NTc2NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"86","Nuria Health","Software Engineer Backend Pleno","Belo Horizonte - MG","Publicada em 27 de junho de 2023","https://cmtecnologia.gupy.io/job/eyJqb2JJZCI6NTA4NDk2Miwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"87","Looqbox","Java/Kotlin Backend Developer (Remoto)","São Paulo - SP","Publicada em 23 de junho de 2023","https://looqbox.gupy.io/job/eyJqb2JJZCI6NTA1OTg2NSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"88","Grupo Boticário","Pessoa Desenvolvedora Backend - Java/Kotlin III (Produtos Estruturantes)","Efetivo","Publicada em 23 de junho de 2023","https://grupoboticario.gupy.io/job/eyJqb2JJZCI6NTAyNjI2NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"89","Cielo","Desenvolvedor Backend JAVA","Barueri - SP","Publicada em 21 de junho de 2023","https://cielo.gupy.io/job/eyJqb2JJZCI6NTA0MzkxMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"90","Portal de Compras Públicas","Desenvolvedor Backend NET","BRASILIA","Publicada em 21 de junho de 2023","https://portaldecompraspublicas.gupy.io/job/eyJqb2JJZCI6NTAzOTg4OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"91","#vempraot","Desenvolvedor(a) BackEnd Sênior","Rio de Janeiro - RJ","Publicada em 20 de junho de 2023","https://vempraot.gupy.io/job/eyJqb2JJZCI6NTAzMjI1MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"92","Page Outsourcing Brasil","Desenvolvedor Backend Pleno - Bradesco","Barueri - SP","Publicada em 19 de junho de 2023","https://pageoutsourcingbr.gupy.io/job/eyJqb2JJZCI6NTAyNDA0OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"93","Creare Sistemas","Desenvolvedor(a) Backend Java PL","Canoas - RS","Publicada em 19 de junho de 2023","https://creare.gupy.io/job/eyJqb2JJZCI6NTAxODk5MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"94","VENHA SER #SANGUELARANJA 🧡🚀","Desenvolvedor Backend .NET - PL","São Paulo - SP","Publicada em 16 de junho de 2023","https://fcamara.gupy.io/job/eyJqb2JJZCI6NTAwNjg5MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"95","Omie","Engenheiro de Software Backend III","São Paulo","Publicada em 16 de junho de 2023","https://carreirasomie.gupy.io/job/eyJqb2JJZCI6NDk5Nzc2Miwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"96","Grupo Boticário","Pessoa Desenvolvedora Backend III (Produtos Estruturantes)","Efetivo","Publicada em 16 de junho de 2023","https://grupoboticario.gupy.io/job/eyJqb2JJZCI6NDk5NjUzOSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"97","200DEV","Dev Backend Sênior","São Paulo - SP","Publicada em 16 de junho de 2023","https://200dev.gupy.io/job/eyJqb2JJZCI6NTAwMjMyMCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"98","Avenue","Software Engineer Backend Sênior | Golang","São Paulo","Publicada em 15 de junho de 2023","https://avenue.gupy.io/job/eyJqb2JJZCI6NDk5Nzc5NSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"99","VENHA SER #SANGUELARANJA 🧡🚀","Desenvolvedor Backend .NET - SR","São Paulo - SP","Publicada em 07 de junho de 2023","https://fcamara.gupy.io/job/eyJqb2JJZCI6NDkzOTcxMiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"100","Mottu","Desenvolvedor Backend C# SR","São Paulo - SP","Publicada em 05 de junho de 2023","https://vagasmottu.gupy.io/job/eyJqb2JJZCI6NDkyMTA4Miwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
