ID,Company,Title,Location,Publication Date,Link
"41","STEFANINI LATAM","Fullstack Java Expert","Efetivo","Publicada em 22 de agosto de 2023","https://stefaninilatam.gupy.io/job/eyJqb2JJZCI6NTMwOTM2NSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"42","PagBank","Engenheiro de Software Java Pl","SAO PAULO - SP","Publicada em 21 de agosto de 2023","https://pagseguro.gupy.io/job/eyJqb2JJZCI6NTI2MDU1OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"43","PagBank","Engenheiro de Software Java Pl","SAO PAULO - SP","Publicada em 21 de agosto de 2023","https://pagseguro.gupy.io/job/eyJqb2JJZCI6NTI2MDU1NSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"44","PagBank","Especialista de Software Java","SAO PAULO - SP","Publicada em 21 de agosto de 2023","https://pagseguro.gupy.io/job/eyJqb2JJZCI6NTI3MzcyMCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"45","nScreen","Desenvolvedor(a) Java - Sênior","Belo Horizonte - MG","Publicada em 21 de agosto de 2023","https://nscreen.gupy.io/job/eyJqb2JJZCI6NTMwNDUyMCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"46","Stefanini Group","Desenvolvedor java SR","Belo Horizonte - MG","Publicada em 21 de agosto de 2023","https://stefanini.gupy.io/job/eyJqb2JJZCI6NTMwMzY5MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"47","GLOBAL HITSS","13707-Pessoa Desenvolvedora (Java)","Brasília - DF","Publicada em 19 de agosto de 2023","https://globalhitss.gupy.io/job/eyJqb2JJZCI6NTI3ODkwNCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"48","ilegra","[002] Pessoa Desenvolvedora Backend Java Sênior","Porto Alegre - RS","Publicada em 18 de agosto de 2023","https://ilegra.gupy.io/job/eyJqb2JJZCI6NTI5Nzc2Miwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"49","Stefanini Group","Especialista em Java Bilingue","São Paulo - SP","Publicada em 18 de agosto de 2023","https://stefanini.gupy.io/job/eyJqb2JJZCI6NTMwMDMzOCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"50","Framework Digital","Desenvolvedor(a) Java Pleno","Belo Horizonte - MG","Publicada em 18 de agosto de 2023","https://vempraframe.gupy.io/job/eyJqb2JJZCI6NTI5NzIwMSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
