"Spread Tecnologia","RHA3344 - Pessoa Desenvolvedora Mobile Pleno","SAO PAULO","Publicada em 25 de agosto de 2023","https://spread.gupy.io/job/eyJqb2JJZCI6NTMxMTE5Miwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Mutant","Desenvolvedor Fullstack Pleno","São Paulo - SP","Publicada em 25 de agosto de 2023","https://mutantbrvagas.gupy.io/job/eyJqb2JJZCI6NTMzODE3MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Riachuelo","Desenvolvedor Front End | Pleno","Efetivo","Publicada em 24 de agosto de 2023","https://riachuelo.gupy.io/job/eyJqb2JJZCI6NTMzNjU0NSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"LAMPP-IT SOLUTIONS","DESENVOLVEDOR JUNIOR","Fortaleza - CE","Publicada em 24 de agosto de 2023","https://vemserlampper.gupy.io/job/eyJqb2JJZCI6NTMzNjk4Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Projedata","Desenvolvedor - PL/SQL e Java (Atendimento Técnico)","São Ludgero - SC","Publicada em 24 de agosto de 2023","https://projedata.gupy.io/job/eyJqb2JJZCI6NTMzNjM5MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"MESHA TECNOLOGIA","Desenvolvedor(a) FullStack NodeJS/Angular - Remota","Maceió - AL","Publicada em 24 de agosto de 2023","https://mesha.gupy.io/job/eyJqb2JJZCI6NTMzNzAyMiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Autbank","Desenvolvedor Java Sênior (Microsserviços - São Paulo)","São Paulo - SP","Publicada em 24 de agosto de 2023","https://autbank.gupy.io/job/eyJqb2JJZCI6NTMzNjExOSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"OnSet Tecnologia Ltda.","Desenvolvedor Backend","São José dos Campos - SP","Publicada em 24 de agosto de 2023","https://onset.gupy.io/job/eyJqb2JJZCI6NTMzNjQxMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Codex Utilities","Desenvolvedor Full Stack Sênior (Node.Js)","Sao Jose dos Campos - SP","Publicada em 24 de agosto de 2023","https://codexutilities.gupy.io/job/eyJqb2JJZCI6NTMwMjAwNywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Sicredi","Estagiário - Desenvolvedor de Automação - Sureg - Santiago /RS","Santiago - RS","Publicada em 24 de agosto de 2023","https://sicredi.gupy.io/job/eyJqb2JJZCI6NTMzNjA2Mywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Vagas Inmetrics","PESSOA DESENVOLVEDORA ANDROID (KOTLIN) SR.(HOME OFFICE)","Barueri - SP","Publicada em 24 de agosto de 2023","https://inmetrics.gupy.io/job/eyJqb2JJZCI6NTMzNjEyMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Spread Tecnologia","RHA3504 - Pessoa Desenvolvedora VBA Pleno","SAO PAULO","Publicada em 24 de agosto de 2023","https://spread.gupy.io/job/eyJqb2JJZCI6NTMzNTA0Nywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Spread Tecnologia","RHA3503 - Pessoa Desenvolvedora C# Pleno","SAO PAULO","Publicada em 24 de agosto de 2023","https://spread.gupy.io/job/eyJqb2JJZCI6NTMzNTA1MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Leega Consultoria","Desenvolvedor Alteryx","São Paulo - SP","Publicada em 24 de agosto de 2023","https://leega.gupy.io/job/eyJqb2JJZCI6NTMzNTg4OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"CONEXA","ANALISTA DESENVOLVEDOR MOBILE PL","Rio de Janeiro - RJ","Publicada em 24 de agosto de 2023","https://conexasaude.gupy.io/job/eyJqb2JJZCI6NTMxNjQwMiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Bellinati Perez","Pessoa Desenvolvedora Full Stack Sênior - .NET / C#","Curitiba - PR","Publicada em 24 de agosto de 2023","https://bellinatiperez.gupy.io/job/eyJqb2JJZCI6NTMzNTQ4Mywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"CONEXA","ANALISTA DESENVOLVEDOR MOBILE PL","Rio de Janeiro - RJ","Publicada em 24 de agosto de 2023","https://conexasaude.gupy.io/job/eyJqb2JJZCI6NTMxNjQzMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"iBlue Consulting","[BC] DESENVOLVEDOR FULLSTACK NODE/ANGULAR/AWS SENIOR - REMOTO #34824","Rio de Janeiro - RJ","Publicada em 24 de agosto de 2023","https://ibluetech.gupy.io/job/eyJqb2JJZCI6NTMzNDgyNCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Grupo Boticário","Pessoa Desenvolvedora Front End II ReactJS - Vaga Afirmativa para pessoas com Deficiência (PCD) - (Consumidor)","Efetivo","Publicada em 24 de agosto de 2023","https://grupoboticario.gupy.io/job/eyJqb2JJZCI6NTMzNDUwNiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Carreiras","Desenvolvedor(a) Mobile Júnior","Recife - PE","Publicada em 24 de agosto de 2023","https://justa.gupy.io/job/eyJqb2JJZCI6NTMzNTA0OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Stefanini Group","DESENVOLVEDOR BACK END PL","SAO PAULO - SP","Publicada em 24 de agosto de 2023","https://stefanini.gupy.io/job/eyJqb2JJZCI6NTEzODcwNywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Stefanini Group","DESENVOLVEDOR FULL STACK PL","BRASÃƒÂLIA - DF","Publicada em 24 de agosto de 2023","https://stefanini.gupy.io/job/eyJqb2JJZCI6NTE0OTQ2Nywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Montreal & Tecnologia & Inovação","Desenvolvedor .Net SR - Regional São Paulo","São Paulo - SP","Publicada em 24 de agosto de 2023","https://montreal.gupy.io/job/eyJqb2JJZCI6NTMzNDIzNywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"SiDi","Desenvolvedor Android - PL","Campinas - SP","Publicada em 24 de agosto de 2023","https://sidi.gupy.io/job/eyJqb2JJZCI6NTMzNDI5MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"2Com Consulting","Desenvolvedor C# Sênior","Goiânia - GO","Publicada em 24 de agosto de 2023","https://2comconsulting.gupy.io/job/eyJqb2JJZCI6NTMzMzkxNywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Techne","Desenvolvedor Java - Pleno","São Paulo - SP","Publicada em 24 de agosto de 2023","https://techne.gupy.io/job/eyJqb2JJZCI6NTIwNTI5Nywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Techne","Desenvolvedor Front-end","São Paulo - SP","Publicada em 24 de agosto de 2023","https://techne.gupy.io/job/eyJqb2JJZCI6NTMwNTE4NSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Strada","Desenvolvedor(a) Mobile","São Paulo - SP","Publicada em 24 de agosto de 2023","https://strada.gupy.io/job/eyJqb2JJZCI6NTMzMzg0NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Globo","Pessoa Desenvolvedora Full Stack Júnior - Home da Globo.com | Mais pessoas com deficiência na tecnologia! 🦾💻","Rio de Janeiro - RJ","Publicada em 24 de agosto de 2023","https://globo.gupy.io/job/eyJqb2JJZCI6NTMzMzc5MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"NAVA | Technology for Business","Pessoa Desenvolvedora Backend Java/Node SR","São Paulo - SP","Publicada em 24 de agosto de 2023","https://nava.gupy.io/job/eyJqb2JJZCI6NTMzMzgwMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Aceleraí","Desenvolvedor Front-end","São Paulo - SP","Publicada em 24 de agosto de 2023","https://acelerai.gupy.io/job/eyJqb2JJZCI6NTMxMTEwOCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Aceleraí","desenvolvedor Back-end","São Paulo - SP","Publicada em 24 de agosto de 2023","https://acelerai.gupy.io/job/eyJqb2JJZCI6NTMxMTI0OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"NAVA | Technology for Business","Pessoa Desenvolvedora Backend Java/Node SR","São Paulo - SP","Publicada em 24 de agosto de 2023","https://nava.gupy.io/job/eyJqb2JJZCI6NTMzMzczMSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"NAVA | Technology for Business","Pessoa Desenvolvedora Backend Java/Node SR","São Paulo - SP","Publicada em 24 de agosto de 2023","https://nava.gupy.io/job/eyJqb2JJZCI6NTMzMzY5NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"NAVA | Technology for Business","Pessoa Desenvolvedora Backend Java/Node SR","São Paulo - SP","Publicada em 24 de agosto de 2023","https://nava.gupy.io/job/eyJqb2JJZCI6NTMzMzY4MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"NAVA | Technology for Business","Pessoa Desenvolvedora Backend Java/Node SR","São Paulo - SP","Publicada em 24 de agosto de 2023","https://nava.gupy.io/job/eyJqb2JJZCI6NTMzMzYzNSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"NAVA | Technology for Business","Pessoa Desenvolvedora Backend Java/Node SR","São Paulo - SP","Publicada em 24 de agosto de 2023","https://nava.gupy.io/job/eyJqb2JJZCI6NTMzMzYwMiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"NAVA | Technology for Business","PESSOA DESENVOLVEDORA IOS SR","São Paulo - SP","Publicada em 24 de agosto de 2023","https://nava.gupy.io/job/eyJqb2JJZCI6NTMzMzQ2Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"NAVA | Technology for Business","PESSOA DESENVOLVEDORA IOS SR","São Paulo - SP","Publicada em 24 de agosto de 2023","https://nava.gupy.io/job/eyJqb2JJZCI6NTMzMzQyOCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Grupo Hive | Omnibees, Bee2Pay e Niara","Desenvolvedor (a) Back End (Dot Net) - Bee2Pay Brasil","São Paulo - SP","Publicada em 24 de agosto de 2023","https://omnibees-bee2pay-niara.gupy.io/job/eyJqb2JJZCI6NTMzMzQwMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"NAVA | Technology for Business","PESSOA DESENVOLVEDORA ANDROID SR","São Paulo - SP","Publicada em 24 de agosto de 2023","https://nava.gupy.io/job/eyJqb2JJZCI6NTMzMzM1OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"NAVA | Technology for Business","Pessoa Desenvolvedora Backend Java/Node SR","São Paulo - SP","Publicada em 24 de agosto de 2023","https://nava.gupy.io/job/eyJqb2JJZCI6NTMzMzIwMSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Soluções eSales","Desenvolvedor(a) Java Sênior - Trabalho Remoto","Porto Alegre - RS","Publicada em 24 de agosto de 2023","https://esales.gupy.io/job/eyJqb2JJZCI6NTMzMzExMSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"SiDi","Desenvolvedor Android - JR","Campinas - SP","Publicada em 24 de agosto de 2023","https://sidi.gupy.io/job/eyJqb2JJZCI6NTMyNDMyNywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"SiDi","Desenvolvedor Mobile - JR","Campinas - SP","Publicada em 24 de agosto de 2023","https://sidi.gupy.io/job/eyJqb2JJZCI6NTMzMzE4NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"KRYPTUS","Desenvolvedor de Firmware Embarcado Sênior","Campinas - SP","Publicada em 24 de agosto de 2023","https://kryptus.gupy.io/job/eyJqb2JJZCI6NTMxMzk5OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Datum TI","Pessoa Desenvolvedora Frontend React Native SR","São Paulo - SP","Publicada em 23 de agosto de 2023","https://datum.gupy.io/job/eyJqb2JJZCI6NTMxNjI5NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Seja Braza","Desenvolvedor Especialista - PHP/Node.js (Remoto)","FOZ DO IGUACU","Publicada em 23 de agosto de 2023","https://sejabraza.gupy.io/job/eyJqb2JJZCI6NTMyNDE5Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Instituto Atlântico","Pessoa Desenvolvedora C++ - Sênior (27658-5312979)","Fortaleza - CE","Publicada em 23 de agosto de 2023","https://institutoatlantico.gupy.io/job/eyJqb2JJZCI6NTMxMjk3OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Instituto Atlântico","Pessoa Desenvolvedora C++ - Sênior (Remoto) 27658-5313023","Fortaleza - CE","Publicada em 23 de agosto de 2023","https://institutoatlantico.gupy.io/job/eyJqb2JJZCI6NTMxMzAyMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Alterdata Software","Desenvolvedor Delphi (Pleno - Time Fiscal)","Teresópolis - RJ","Publicada em 23 de agosto de 2023","https://alterdata.gupy.io/job/eyJqb2JJZCI6NTI2MjA3Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Cielo","Desenvolvedor(a) Salesforce Sênior","Barueri - SP","Publicada em 23 de agosto de 2023","https://cielo.gupy.io/job/eyJqb2JJZCI6NTMyMjI3OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Cielo","Desenvolvedor Full Stack Java","Barueri - SP","Publicada em 23 de agosto de 2023","https://cielo.gupy.io/job/eyJqb2JJZCI6NTMyMjExNiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Vidalink - Seu Plano de Bem-Estar","Analista Desenvolvedor(a) Frontend Senior - Modelo Home Office","São Caetano do Sul - SP","Publicada em 23 de agosto de 2023","https://vidalink.gupy.io/job/eyJqb2JJZCI6NTMwMzg4OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Globo","Pessoa Desenvolvedora Full Stack Pleno – Plataforma de Vídeo e Áudio | Mais pessoas com deficiência na tecnologia! 🦾💻","Rio de Janeiro - RJ","Publicada em 23 de agosto de 2023","https://globo.gupy.io/job/eyJqb2JJZCI6NTMyMjEwOCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Unicred do Brasil","Pessoa Desenvolvedora Back end Java SR","Porto Alegre - RS","Publicada em 23 de agosto de 2023","https://unicredbr.gupy.io/job/eyJqb2JJZCI6NTI5Njc3Nywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Minsait an Indra Company","Pessoa Desenvolvedora Service Now - Low Code","Brasília - DF","Publicada em 23 de agosto de 2023","https://minsait.gupy.io/job/eyJqb2JJZCI6NTMyMDkwMiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"AMcom","Pessoa Analista Desenvolvedora Java Full Stack Pleno","Blumenau","Publicada em 23 de agosto de 2023","https://amcom.gupy.io/job/eyJqb2JJZCI6NTMxMDk2NSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Unicred do Brasil","Pessoa Especialista Desenvolvedora Java","Porto Alegre - RS","Publicada em 23 de agosto de 2023","https://unicredbr.gupy.io/job/eyJqb2JJZCI6NTMxOTMzNCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Solar Coca-Cola","Desenvolvedor(a) de Mercado - Rota","Salvador","Publicada em 23 de agosto de 2023","https://solarcocacola.gupy.io/job/eyJqb2JJZCI6NTMxOTQzMiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Vagas Inmetrics","PESSOA DESENVOLVEDORA BACKEND (.NET) SÊNIOR","Barueri - SP","Publicada em 23 de agosto de 2023","https://inmetrics.gupy.io/job/eyJqb2JJZCI6NTMyMDQ0Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Funcional Health Tech","ESPECIALISTA DESENVOLVEDOR (C#, Net, Node.Js)","Barueri - SP","Publicada em 23 de agosto de 2023","https://funcionalhealthtech.gupy.io/job/eyJqb2JJZCI6NTMyMDQ4OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Vivo Vita","Desenvolvedor Software / Python Pleno","São Paulo - SP","Publicada em 23 de agosto de 2023","https://vivovita.gupy.io/job/eyJqb2JJZCI6NTMyMDEzNiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Stefanini Group","ANALISTA DESENVOLVEDOR SR","BRASÃLIA - DF","Publicada em 23 de agosto de 2023","https://stefanini.gupy.io/job/eyJqb2JJZCI6NTMxMTY3Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Stefanini Group","ANALISTA DESENVOLVEDOR SR","BRASÃLIA - DF","Publicada em 23 de agosto de 2023","https://stefanini.gupy.io/job/eyJqb2JJZCI6NTMxMTY3OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Stefanini Group","ANALISTA DESENVOLVEDOR SR","BRASÃLIA - DF","Publicada em 23 de agosto de 2023","https://stefanini.gupy.io/job/eyJqb2JJZCI6NTI4NTU3Nywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Datum TI","Pessoa Desenvolvedora Mobile Sênior","Porto Alegre - RS","Publicada em 23 de agosto de 2023","https://datum.gupy.io/job/eyJqb2JJZCI6NTMwOTc3Nywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Pottencial Seguradora","Desenvolvedor Full Stack","Belo Horizonte - MG","Publicada em 23 de agosto de 2023","https://pottencial.gupy.io/job/eyJqb2JJZCI6NTMxNzYxMiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"SBT","Desenvolvedor Front-end Sênior","Osasco - SP","Publicada em 23 de agosto de 2023","https://sejasbt.gupy.io/job/eyJqb2JJZCI6NTMxOTExNywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Samsung SDS Latin America","Desenvolvedor(a) Java Pl","São Paulo - SP","Publicada em 23 de agosto de 2023","https://samsungsds.gupy.io/job/eyJqb2JJZCI6NTMxODc3OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Nuvem","Pessoa Desenvolvedora Mobile .NET MAUI/Xamarin","Cuiabá - MT","Publicada em 23 de agosto de 2023","https://nuvem.gupy.io/job/eyJqb2JJZCI6NTMxNzE5MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Deliver IT","Desenvolvedor .NET Pleno","São Paulo - SP","Publicada em 23 de agosto de 2023","https://deliverit.gupy.io/job/eyJqb2JJZCI6NTMxNzA0Miwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
