"Sofist","Analista de Testes Automatizados Web - JavaScript (SR) | Remoto","Publicada em 23 de agosto de 2023","https://vemprasofist.gupy.io/job/eyJqb2JJZCI6NTMxOTI1NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Compass.UOL","Javascript/Drupal FullStack Developer","Publicada em 21 de agosto de 2023","https://compass.gupy.io/job/eyJqb2JJZCI6NTI5OTM5Nywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Zallpy Digital","Full Stack Developer PL .NET + JavaScript","Publicada em 17 de agosto de 2023","https://zallpy.gupy.io/job/eyJqb2JJZCI6NTI4NTc2Nywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"idwall_co","Senior Javascript Developer","Publicada em 14 de agosto de 2023","https://idwall.gupy.io/job/eyJqb2JJZCI6NTI3NTY4Miwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Luby Software","Sr Fullstack Javascript Engineer","Publicada em 09 de agosto de 2023","https://luby.gupy.io/job/eyJqb2JJZCI6NTI1ODIwNSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Maxxidata","Desenvolvedor Javascript Typerscript FullStack Pleno","Publicada em 20 de julho de 2023","https://maxxioportunidades.gupy.io/job/eyJqb2JJZCI6NTE3MzM4Mywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Maxxidata","Desenvolvedor Javascript Typerscript FullStack Sênior","Publicada em 20 de julho de 2023","https://maxxioportunidades.gupy.io/job/eyJqb2JJZCI6NTE3MzQzMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"Instituto Infnet - Professor(a) na área de tecnologia, dados, marketing ou negócios","Professor(a) de Programação Web com JavaScript","Publicada em 19 de maio de 2023","https://professor-infnet.gupy.io/job/eyJqb2JJZCI6NDgyMjQyMSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
